Sakaka,Hail,Madinah,Riyad,Jeddah,Albaha,Abha,Jazan,Najran,Dammam,Tabuk
4.1333,4.4794,4.7376,4.1033,4.8852,4.8902,5.011,4.6601,5.4857,3.0293,4.4794
4.0927,4.3392,3.8681,3.7754,4.3464,3.7937,3.2969,4.4669,5.1871,3.252,4.3392
3.9955,4.2929,3.9238,1.5199,4.8614,3.3002,2.851,4.7054,4.1172,2.1946,4.2929
3.9814,4.11,3.3523,4.5917,4.8581,3.8366,5.0674,5.0628,4.8158,2.9952,4.11
3.8885,3.7339,2.0726,4.8468,4.2996,3.8124,5.2003,4.9894,2.8846,3.6302,3.7339
3.7039,4.175,4.2149,4.7405,4.3493,4.5326,5.0558,5.1065,5.2963,3.6694,4.175
4.0294,3.9581,4.2247,4.6442,4.535,4.3704,4.6524,5.105,5.147,3.0826,3.9581
1.4208,2.364,4.0788,4.5408,4.482,4.6234,4.8187,4.962,4.7602,3.7464,2.364
2.5375,1.7335,4.0008,3.8033,4.271,4.6855,5.0294,5.0357,5.2675,3.4615,1.7335
3.691,3.9713,4.5154,4.1345,4.4234,4.6769,5.0626,5.0513,5.3244,2.8543,3.9713
3.8513,3.6242,4.3709,3.1037,4.4722,4.6829,4.8713,4.9699,5.5157,3.5069,3.6242
3.8582,4.2218,4.4465,3.8522,4.0188,4.8175,5.1098,5.0388,5.5553,1.3464,4.2218
3.2354,3.2126,4.0034,4.2528,4.5626,4.8667,5.0448,5.047,5.4984,3.6031,3.2126
2.869,4.0745,3.7858,4.1642,4.1681,4.885,5.2426,5.0042,5.4132,3.3502,4.0745
3.6461,3.8618,4.6577,4.2122,4.6332,4.8317,4.9874,5.0539,5.4274,3.2328,3.8618
3.7073,4.1971,4.4503,3.9787,4.7561,4.9997,4.8694,4.596,5.4768,2.9837,4.1971
3.7541,4.2451,4.3094,3.9977,4.2862,4.284,4.3853,4.9968,4.8326,3.5786,4.2451
3.8786,4.0807,4.6884,3.4406,4.841,4.4693,4.9735,5.0162,4.9733,2.9143,4.0807
3.1846,3.6358,4.2442,3.7874,4.5118,4.8451,5.1295,5.004,5.221,3.4164,3.6358
3.7423,4.219,4.5036,1.1621,3.8666,3.0578,3.7219,5.0237,5.2966,0.5959,4.219
3.8563,4.187,3.1097,3.7807,3.7358,4.2264,5.0777,4.8857,5.1216,3.6487,4.187
3.145,4.2118,3.6691,3.5239,3.1423,2.6909,4.5418,4.7582,4.4938,3.0142,4.2118
3.1733,4.1758,3.8402,2.7977,2.9203,3.1181,4.5701,4.1484,4.7551,1.5768,4.1758
3.7166,3.7694,4.0786,3.595,3.3185,3.7848,4.7693,4.6807,5.2594,2.0407,3.7694
3.3413,3.9163,4.4294,4.2065,3.6679,4.6858,5.0498,5.0201,5.3986,3.6406,3.9163
3.6504,4.0654,4.5655,4.1957,3.7428,4.5924,5.075,4.4892,5.2836,3.4147,4.0654
3.6305,4.1772,4.5235,4.0697,4.5646,4.9728,5.065,4.4623,5.3045,3.2575,4.1772
3.0562,4.1081,3.828,4.2749,4.1549,4.589,5.0328,4.7326,5.3273,3.7142,4.1081
1.6634,3.7706,4.393,3.6317,3.8119,2.0419,4.7904,4.9505,5.2267,3.4721,3.7706
3.7891,4.1153,4.7438,4.3534,5.071,3.3602,4.7417,4.8319,5.2231,1.5504,4.1153
3.703,4.1882,4.6555,4.6843,4.7251,4.8545,4.314,4.9334,4.9836,3.409,4.1882
3.8424,4.2418,4.5173,4.4386,4.6519,4.7522,4.6471,4.8684,4.9459,2.0762,4.2418
3.4073,3.6828,3.9415,4.5564,4.1678,4.5278,4.9294,4.837,5.1926,3.5683,3.6828
3.6466,3.4229,4.0272,4.4035,4.5466,4.6915,5.1262,5.1122,5.3664,3.805,3.4229
2.0921,4.2154,4.6097,4.3286,4.6207,5.0141,5.1166,5.0597,5.4127,3.2582,4.2154
2.5663,4.0594,4.2182,4.4237,4.6829,5.0486,5.0698,4.8958,5.4895,3.8004,4.0594
2.9954,3.5489,4.7191,4.5142,4.8302,5.1979,5.0914,2.3856,5.641,3.8378,3.5489
3.8866,4.1071,4.5646,4.4906,4.985,5.2332,5.2882,2.2092,5.6784,3.617,4.1071
3.8878,4.2679,4.5862,4.3817,4.7765,4.8187,4.7568,5.0861,5.6321,3.6451,4.2679
3.8906,4.2638,4.4554,4.434,3.9257,4.9522,5.2471,5.31,5.4778,3.2777,4.2638
3.3211,4.1258,3.9912,4.5125,3.5976,4.9291,5.3885,5.2414,5.5553,3.2422,4.1258
2.6674,2.9071,4.7424,4.2998,4.2444,4.1033,4.944,5.0446,5.5764,2.411,2.9071
3.6283,3.859,4.6862,4.4405,5.04,4.4549,4.8919,5.0578,5.4086,3.546,3.859
2.9489,2.3364,4.8266,4.2732,4.9946,4.2919,4.2794,4.2622,5.5188,2.359,2.3364
3.7322,4.416,4.315,4.6222,4.9255,5.4274,4.8638,4.7983,5.3734,3.4642,4.416
4.0793,4.5926,4.716,4.3589,5.136,4.7918,4.4671,4.2593,4.4863,3.2813,4.5926
3.8213,3.6262,3.7903,4.2866,3.7186,3.2489,3.7318,4.5118,4.1974,3.4812,3.6262
3.7382,4.1782,3.8758,3.3763,3.1394,3.3612,3.7322,4.2497,4.7743,3.6862,4.1782
3.8743,4.086,4.1551,4.1928,3.6946,3.4087,4.5619,4.3582,4.8737,3.415,4.086
4.362,4.2883,4.326,4.4921,4.2506,4.5485,5.058,4.8607,5.2416,3.4183,4.2883
4.2665,4.1095,4.3836,5.2848,4.543,4.9344,4.973,4.9315,5.3186,3.8791,4.1095
3.2434,3.6098,4.097,5.0321,4.777,5.1314,5.3916,4.9246,5.7036,4.1282,3.6098
2.953,3.8189,3.2234,4.9133,4.1285,4.8881,5.4278,5.0227,5.9482,4.2034,3.8189
3.7178,4.4311,3.672,4.811,4.441,5.1185,5.6534,5.4125,6.0055,4.087,4.4311
4.2466,4.7683,5.0023,4.6104,5.0573,5.071,4.9699,4.524,5.8514,3.5758,4.7683
4.3505,4.7434,4.9762,4.7062,5.2361,5.238,5.1953,5.37,5.7898,3.7793,4.7434
4.2768,4.1141,5.0227,4.7918,5.1374,5.3381,5.5462,5.2135,5.7734,4.0099,4.1141
4.3334,4.5919,4.9522,4.9805,5.1862,5.411,5.568,5.3282,5.8334,4.1722,4.5919
4.0745,3.9418,5.0801,4.9932,5.2397,5.5051,5.3518,5.201,5.9198,4.1028,3.9418
1.7366,1.8389,4.548,5.1182,4.9222,5.3878,5.6875,5.3738,5.977,3.9802,1.8389
4.0702,3.8011,3.6406,4.8043,5.0066,5.3894,5.8123,5.5682,6.1486,3.6571,3.8011
1.577,2.4768,4.4664,4.937,4.9212,5.4379,5.8272,5.4708,6.1181,4.2156,2.4768
1.0963,1.0272,2.5274,4.865,4.211,4.9344,5.6897,5.4384,5.9215,3.8165,1.0272
4.2132,4.6891,5.4293,3.9034,3.8513,4.0735,5.1456,5.3098,5.8126,2.0482,4.6891
4.0087,3.6317,4.0567,4.559,4.0114,4.7206,5.7137,5.6302,5.7526,3.6713,3.6317
3.9506,3.438,3.7805,3.1891,2.905,3.5011,4.5288,5.119,5.9266,1.0152,3.438
4.3795,3.6084,5.2567,4.877,5.1322,4.1035,3.9917,4.5288,5.4418,2.7197,3.6084
2.8613,4.7777,5.4574,4.7038,5.8068,5.2531,2.9585,2.3167,3.9353,4.344,4.7777
4.7796,5.2361,5.693,5.5027,5.9086,5.9448,5.323,4.7868,2.7859,4.3111,5.2361
5.0052,5.3114,5.6064,5.7679,4.9634,4.362,5.04,5.4247,6.0197,4.6574,5.3114
4.0332,3.2741,5.2594,5.8382,5.2514,5.6011,5.8284,5.5822,6.283,4.8166,3.2741
1.5797,3.8822,5.0239,5.9563,5.2874,5.6938,6.0624,5.6926,6.4488,4.7066,3.8822
4.9368,5.333,4.0306,5.5013,5.2222,5.7504,6.0007,5.8303,6.5894,4.1345,5.333
3.7265,5.0208,4.8588,5.8138,5.0995,5.7264,6.0257,5.8457,6.8302,4.6546,5.0208
4.7585,5.4864,5.0335,5.838,4.6762,6.0631,6.2897,6.1397,6.3982,4.7827,5.4864
4.4938,3.7356,4.7767,5.8296,5.0146,5.9626,6.234,6.0754,6.7958,4.7676,3.7356
4.5449,5.017,5.3729,5.7197,5.1002,6.1354,6.229,6.1378,6.7241,4.6313,5.017
5.2999,5.5397,5.7744,5.7679,5.8162,6.0209,6.1934,5.8819,6.593,3.5165,5.5397
5.5114,4.9507,5.2258,5.2274,5.555,6.06,6.0706,5.8433,6.5988,4.177,4.9507
4.4702,4.7134,5.2274,5.6004,5.5418,6.0922,6.1903,5.9599,6.2666,4.9867,4.7134
3.9413,4.8014,5.429,5.9647,5.6462,6.0821,6.2806,6.0506,6.5491,4.8754,4.8014
5.4679,5.7502,5.209,5.9006,5.8135,6.0977,6.1159,6.2143,6.7642,4.9999,5.7502
5.3597,5.6162,5.2445,5.37,5.8032,5.8334,6.3835,6.0108,6.6449,3.7219,5.6162
5.4984,5.5337,5.7523,5.455,5.8606,6.1853,6.521,6.3415,6.7058,2.6558,5.5337
5.3786,5.8963,6.1394,5.6537,5.9669,6.2868,6.5378,5.6566,6.7918,3.5966,5.8963
5.587,5.9618,6.4274,5.8932,6.4466,6.4752,6.6329,6.3077,6.6511,4.6918,5.9618
5.586,5.191,6.2042,5.8306,6.2366,6.4471,6.474,6.1613,6.5803,5.4194,5.191
5.2769,5.7874,5.1031,5.9009,5.3148,6.1908,6.5424,6.0883,6.5638,5.6119,5.7874
5.137,5.382,5.8255,5.7533,6.1994,6.4961,6.624,5.5622,6.7505,4.9754,5.382
5.3916,5.8807,6.4771,5.8918,6.5597,6.7418,6.6614,5.9026,6.6317,4.8473,5.8807
5.2915,6.1498,6.1116,6.2287,5.9563,6.3067,6.1147,5.8961,6.3367,4.9555,6.1498
5.376,4.7249,5.2603,6.2746,5.7266,6.1234,6.2753,5.9477,6.7236,5.2634,4.7249
4.1909,5.5898,4.7213,5.6614,5.4372,6.3677,6.8251,6.4591,6.9859,5.2838,5.5898
5.5853,6.127,5.7319,5.8862,5.1662,5.215,6.0295,6.1063,6.9461,4.8098,6.127
5.994,6.2196,5.785,6.1733,5.7706,6.5095,6.6746,6.2069,6.8006,5.0767,6.2196
5.8308,5.9069,5.6959,5.939,5.7674,5.569,6.6298,6.2614,6.8419,5.1816,5.9069
5.1278,5.683,5.9712,5.988,5.9976,6.4332,6.7889,6.4332,7.0766,5.1389,5.683
4.4702,5.5961,6.175,6.4126,5.9558,6.5342,7.0104,6.6031,7.1978,5.4079,5.5961
5.0918,6.2278,6.2503,6.2592,5.8442,6.1932,6.8544,6.6533,7.1791,5.4502,6.2278
6.3074,6.6391,6.8172,5.2927,6.66,6.6794,6.6746,6.4985,6.9125,2.375,6.6391
6.4313,6.685,6.594,5.699,6.5162,6.75,6.6187,6.546,6.4339,3.9595,6.685
5.484,4.9793,5.0856,6.0929,6.0696,5.9364,5.9098,5.9364,5.7715,5.5536,4.9793
5.5409,6.4025,6.1937,5.8992,5.6897,5.4456,6.2338,6.2438,6.6362,5.562,6.4025
6.029,6.7274,6.8947,5.9054,6.7284,6.679,5.7552,5.9198,6.4205,2.2682,6.7274
6.2594,6.6607,7.0944,6.6955,7.147,7.2809,6.9199,6.3746,6.7673,5.1636,6.6607
5.9489,6.6259,6.785,7.1136,6.3389,6.2482,6.5345,6.1471,6.5242,5.7,6.6259
5.6851,6.139,6.3247,7.073,5.8735,6.4747,6.3444,6.1094,6.7884,5.9854,6.139
6.3034,6.4152,5.5776,6.8431,5.52,6.438,6.8993,6.5458,7.1734,6.0312,6.4152
6.1622,5.8738,5.4946,6.7205,4.9618,6.6185,7.3373,6.828,7.5266,6.1318,5.8738
3.9535,5.1785,6.4613,7.0918,6.4241,6.8959,7.147,6.7404,7.4618,6.1231,5.1785
6.1289,6.6888,6.4056,6.8837,6.5532,7.0874,7.0951,6.9737,7.4878,5.8872,6.6888
6.6391,7.0586,6.7054,5.5438,5.8606,6.6226,7.1083,6.7462,7.3303,3.8738,7.0586
5.4641,5.9484,6.1164,6.3326,6.5563,6.4354,7.0001,6.6924,7.0906,5.0923,5.9484
6.0034,6.9163,7.1978,4.5319,6.4913,6.3595,6.1627,6.8045,7.0963,2.3054,6.9163
6.5654,6.6854,6.7178,6.6274,7.1724,6.2585,5.712,6.3379,5.6638,4.8074,6.6854
5.8322,5.9362,6.858,6.8122,6.8628,7.0138,7.0862,6.7493,6.9886,6.3857,5.9362
6.7519,6.4279,6.8681,5.5279,6.4294,5.9462,6.1493,6.8136,7.0236,4.3454,6.4279
6.9638,7.2607,6.8244,6.397,6.9614,5.9611,4.0236,6.6547,5.6736,5.43,7.2607
6.8998,7.0459,5.3683,6.1174,7.075,6.9835,5.803,6.4529,5.8711,5.401,7.0459
6.9802,5.7257,5.6302,7.0488,6.1747,5.8505,6.5918,6.9154,6.8974,6.6372,5.7257
5.8123,6.6468,6.2926,6.9002,6.523,5.7103,6.2575,6.9682,6.8446,6.5957,6.6468
7.2482,7.319,6.9557,6.2455,6.9012,6.1726,5.8322,6.767,6.8494,5.6664,7.319
6.0931,7.2864,7.3037,6.018,6.967,7.3903,6.2242,7.0075,7.0891,5.5819,7.2864
6.162,7.3111,6.9182,6.8179,6.8081,6.7512,6.3857,7.0714,6.894,5.7336,7.3111
6.1606,7.3248,6.7812,4.6918,6.8873,6.7416,6.1567,6.9362,7.0114,4.5283,7.3248
6.6458,6.9773,7.4458,6.8496,6.6986,7.1434,6.7546,6.9785,7.363,6.3614,6.9773
6.491,6.0163,7.5415,6.6338,7.4335,6.2244,6.3881,6.8237,7.169,6.3708,6.0163
6.3175,7.3577,7.1909,5.9107,7.3752,7.4479,7.4957,7.039,7.2852,6.025,7.3577
6.4066,6.8042,7.3534,6.6806,7.1366,7.3169,7.3702,7.2641,7.1443,5.3825,6.8042
5.8152,7.7309,7.4618,7.0874,7.218,7.6034,7.5982,7.5182,7.602,3.2928,7.7309
6.5866,7.6212,7.7011,7.0656,7.8401,8.2745,7.8811,7.3296,7.8288,3.9065,7.6212
7.3637,7.7191,7.8612,7.0886,7.9195,8.1581,7.7273,7.3102,7.3414,5.7264,7.7191
7.4578,7.7443,7.867,7.7707,7.8667,8.0993,7.7335,7.1522,7.4518,6.6031,7.7443
6.1114,5.849,7.0968,7.5497,7.8005,8.0345,7.9253,7.2715,7.8322,6.6214,5.849
7.3826,7.4196,7.5401,7.079,7.5612,7.9901,8.057,7.2598,7.7002,4.9656,7.4196
6.7685,6.8628,7.4326,7.4266,7.6277,7.9956,7.9608,7.2418,7.6111,6.395,6.8628
6.4565,7.5655,7.8518,6.9742,7.4878,7.5874,7.7722,7.0668,7.4474,6.3403,7.5655
5.8313,7.2247,7.9874,6.8986,7.6128,7.0022,7.4966,6.9106,7.5386,4.1477,7.2247
7.0934,6.5335,7.7446,7.0344,7.4359,7.2026,7.0037,6.9823,7.3865,5.8997,6.5335
7.0128,7.1952,7.2809,6.7078,7.205,6.8263,6.9254,6.9667,6.905,6.3377,7.1952
7.6054,7.9793,7.955,6.8971,7.1479,7.4268,7.1616,7.2,7.4921,5.7348,7.9793
7.5048,7.9142,7.8895,6.6509,7.3046,7.6351,7.3692,7.247,7.0668,5.699,7.9142
7.4542,7.9495,7.9918,7.1784,7.5314,7.4126,7.3889,7.1782,7.3351,5.5258,7.9495
7.8233,7.9716,7.177,7.1818,7.6126,7.5146,6.8736,7.0308,6.9797,4.7899,7.9716
6.9067,7.4489,7.0116,7.4549,6.2498,7.2857,6.1138,6.9401,6.371,4.6121,7.4489
7.6176,8.0856,8.2985,7.4746,7.8197,7.8432,6.9833,7.2065,7.1218,6.1253,8.0856
7.8965,8.0621,8.099,7.319,7.9774,8.1751,7.5581,7.1926,7.2684,6.5532,8.0621
7.7225,8.1871,7.7014,6.595,7.819,7.6342,7.7542,7.3126,7.5058,5.5786,8.1871
7.865,8.0626,7.6272,6.5203,7.5545,7.8012,7.6709,7.2427,7.4215,5.8344,8.0626
7.7196,7.3802,6.5635,4.8974,7.2245,7.3716,7.1578,7.098,6.5227,6.2455,7.3802
8.2966,7.5034,5.6071,3.7745,4.7011,5.6215,6.2856,7.3591,7.5216,3.5532,7.5034
7.4772,6.9228,6.3442,2.2493,7.1515,5.5078,6.8779,7.2283,6.2347,4.2317,6.9228
8.017,7.4102,6.805,6.0062,7.2341,5.7778,6.803,7.2466,7.0205,6.3199,7.4102
7.5065,7.9378,5.0196,5.5721,5.8238,4.476,6.2206,7.2132,6.817,5.9856,7.9378
7.4227,7.1741,6.0581,6.7361,6.6862,5.2135,4.3968,7.194,5.3947,1.9942,7.1741
6.2878,7.825,7.5989,7.2259,7.5463,6.0998,5.2942,7.1071,7.069,4.0438,7.825
3.2359,7.0262,7.4482,7.8192,7.5122,6.1147,7.0939,6.995,7.2168,6.7234,7.0262
6.5246,5.8291,7.5658,7.5382,7.139,5.8462,6.6955,6.9886,7.0567,6.4231,5.8291
6.2995,6.9478,6.8875,6.7982,7.2835,6.9024,7.0224,7.3222,7.4926,6.132,6.9478
7.1045,7.9361,7.6296,7.181,7.5278,7.2936,7.1678,7.451,7.1573,6.1661,7.9361
7.3896,8.1401,7.8991,6.5954,7.5235,7.6694,7.6776,7.5946,7.746,6.5304,8.1401
7.4875,8.3126,7.6841,5.929,7.5142,7.6186,7.5814,7.5646,7.9114,6.1505,8.3126
7.5715,7.8638,8.0995,7.6586,7.542,7.3834,7.5319,7.4326,7.3152,5.4353,7.8638
6.9629,7.9298,7.8461,7.4246,7.6934,7.8684,7.986,7.379,7.5252,6.5698,7.9298
7.3963,8.1521,7.788,7.1182,7.615,7.0368,6.9696,7.1652,7.0865,6.517,8.1521
7.7501,8.0866,7.9022,7.5185,7.465,5.7595,5.8433,6.9475,7.1208,6.9941,8.0866
3.899,7.5905,7.0315,6.4334,7.6985,6.8117,6.5436,7.1834,7.3471,6.613,7.5905
8.0573,8.3474,8.0508,7.4717,7.5823,7.7772,6.415,7.1045,7.3944,6.5251,8.3474
7.5682,7.5398,8.4677,6.954,8.4343,8.0878,6.504,6.6036,7.0541,5.3808,7.5398
7.7568,8.2106,8.0028,7.2254,8.0395,8.1139,6.4126,6.5386,7.2398,6.8717,8.2106
7.9049,8.5958,8.6081,7.5266,8.2073,7.8595,6.0631,6.8755,7.2682,6.5076,8.5958
7.4302,6.9677,8.1209,7.1417,8.0038,7.4038,7.2307,6.7066,7.2766,6.095,6.9677
7.302,7.7213,6.9353,7.4966,6.6787,5.9784,6.2798,6.953,6.6134,7.213,7.7213
7.5744,7.6718,6.9799,6.7954,6.5863,5.6856,6.4063,6.8131,7.0591,7.1016,7.6718
6.6888,8.1502,7.8293,6.6977,7.2307,5.9023,6.7006,6.6413,7.2221,6.3557,8.1502
7.5413,8.4382,8.16,6.7824,7.7501,7.4321,6.871,6.9422,7.3822,5.2406,8.4382
7.811,8.2294,7.5797,7.1213,6.9955,7.0042,6.8938,6.6274,7.4426,5.7854,8.2294
7.9853,8.2226,7.2938,7.2173,6.8794,6.1123,6.5669,6.7164,7.3217,6.5249,8.2226
7.9766,8.2387,7.7743,7.253,7.0486,6.4699,6.7582,6.7891,7.1381,6.9562,8.2387
7.1654,7.3037,8.0635,7.8038,7.6608,6.5623,6.234,6.6202,7.3944,7.7143,7.3037
7.6224,8.3556,7.8694,8.3362,7.7297,7.1045,6.5542,6.7128,7.2574,7.4558,8.3556
7.6745,8.9376,8.2646,8.3914,7.5691,7.501,7.6471,6.8846,8.0628,7.6716,8.9376
8.0282,8.9239,8.3969,8.1281,7.7616,7.7527,7.5818,6.9252,8.0978,7.4424,8.9239
8.2565,8.6554,7.8821,7.8386,7.3778,7.4914,7.5449,7.0882,8.1732,6.7814,8.6554
7.3039,8.0666,7.8984,7.7479,7.5134,7.5763,7.6106,7.2545,7.8883,7.2905,8.0666
7.9565,8.2483,7.6603,8.1869,7.655,7.3243,7.2682,6.9756,7.5235,7.5151,8.2483
8.1502,8.2678,8.4449,8.0018,8.1247,7.7743,6.972,6.6631,7.3534,7.0925,8.2678
8.4588,8.526,8.0465,8.0436,7.9025,8.1926,7.6255,6.5628,7.3925,6.8249,8.526
8.099,8.2118,8.1665,7.5336,8.041,7.765,7.7453,6.571,7.7002,6.4414,8.2118
8.6918,8.1859,7.873,7.967,7.7947,7.5857,7.1184,6.4224,7.1335,7.0913,8.1859
8.5589,8.2846,7.9498,7.8581,7.3087,7.511,7.5682,6.5407,7.2679,6.8928,8.2846
8.4341,8.1278,8.0414,7.0735,7.8151,7.6001,6.9374,5.9801,6.9103,6.287,8.1278
8.5706,8.797,7.8828,7.055,7.3951,6.672,5.2349,4.3073,5.9314,5.5908,8.797
8.5903,7.5646,8.0323,8.0614,7.717,6.6809,6.5772,4.6668,7.091,5.8231,7.5646
7.7894,7.9985,7.8768,8.4089,7.2422,6.6269,6.4414,4.9613,6.6941,6.3684,7.9985
8.5433,8.5896,7.8974,8.0129,7.2926,6.6036,6.533,4.8605,7.1114,6.0799,8.5896
8.5922,8.7439,8.0071,7.6596,7.8612,7.4957,6.721,5.7504,6.8316,5.9498,8.7439
8.7612,8.5714,8.058,8.2572,8.2726,7.8382,7.5931,6.3936,7.1506,6.7997,8.5714
8.6129,8.5853,8.3446,8.4814,8.129,8.1235,7.4494,6.1186,6.9456,7.3985,8.5853
8.5354,8.5354,8.171,8.2063,7.734,7.7952,7.3483,6.355,7.313,7.2451,8.5354
8.533,8.5457,7.8122,7.6114,7.6939,7.3721,7.4078,6.7601,7.5386,6.8196,8.5457
8.376,8.4286,7.9493,7.825,7.4978,7.0982,7.0963,6.3667,6.4946,5.999,8.4286
8.4979,8.544,8.0057,8.0338,7.5778,7.2439,6.582,5.9671,6.6403,6.5318,8.544
8.502,8.4715,8.0801,8.0026,7.6006,7.4066,6.985,6.5618,6.7433,6.9466,8.4715
8.4355,8.5207,8.3321,8.0832,7.9949,7.6068,7.2418,6.216,6.8239,7.1719,8.5207
8.166,8.4775,8.4636,8.1334,8.0268,7.4479,7.0512,6.7243,7.0402,7.2838,8.4775
8.3986,8.3496,8.4708,8.2574,8.2361,8.0873,7.7148,6.1236,7.3846,7.1734,8.3496
8.0988,8.3021,8.4365,8.0465,8.1602,8.305,7.6392,5.9302,7.2787,7.2586,8.3021
8.2735,8.2697,8.4175,8.173,8.1365,8.3741,7.8,6.6499,7.3322,7.2662,8.2697
8.4223,8.5906,8.4146,8.1984,8.0628,8.2486,8.0638,6.888,8.0417,7.44,8.5906
8.3717,8.7461,8.3858,8.2567,8.2008,8.2378,7.8336,6.5887,7.9922,7.4818,8.7461
8.4559,8.645,8.1089,8.213,8.0441,8.1432,7.8132,6.3895,7.8965,7.283,8.645
8.3047,8.5574,8.0177,8.1437,7.7438,7.9118,7.481,6.7469,7.6102,7.1287,8.5574
8.5138,8.3846,7.9358,8.262,7.7741,8.0808,7.8823,6.6924,7.9296,6.882,8.3846
8.1742,8.5462,8.1372,8.2212,7.7899,7.361,7.3001,6.8275,7.8701,6.9031,8.5462
8.4233,8.555,8.2764,8.1446,7.8845,7.4311,6.9408,6.6475,7.4678,7.1431,8.555
8.4209,8.592,8.1852,8.2498,7.8002,7.3822,6.8738,6.3086,6.7826,6.6869,8.592
8.5764,8.5159,8.1372,7.83,7.8391,7.5732,7.261,6.791,7.3639,7.0793,8.5159
8.4816,8.5349,8.1094,7.7633,7.8113,7.1136,6.5431,6.6869,6.8681,7.135,8.5349
8.4761,8.4924,8.0393,8.1019,7.6826,6.9312,6.342,5.3182,7.1153,7.5017,8.4924
8.689,8.3753,7.7038,8.0215,7.051,6.5801,6.3118,6.757,7.3721,7.1882,8.3753
8.4936,8.3388,7.7102,7.4642,7.2972,7.1662,6.6029,6.0936,7.2413,7.1518,8.3388
8.4996,8.1146,7.8029,7.7402,7.2398,5.9386,4.9949,6.5482,7.0462,7.0769,8.1146
8.2397,8.0645,7.65,7.2324,6.8328,6.5016,5.5925,6.061,6.5261,6.8556,8.0645
8.0316,7.9985,7.6222,6.5657,7.057,6.0926,5.555,5.6064,4.9978,6.9665,7.9985
8.0988,8.0774,7.2715,6.9324,6.4908,6.3979,5.7869,3.8088,6.0034,7.0222,8.0774
8.2008,8.051,7.5629,7.5485,6.4466,6.2974,6.5755,5.4036,6.6533,6.8292,8.051
8.3491,8.2243,7.589,7.7962,7.4258,6.5628,5.1264,4.6099,5.1036,6.9811,8.2243
8.1965,8.2781,7.2718,7.7774,7.2257,6.3706,5.9407,5.5042,6.6252,7.1333,8.2781
8.2162,8.2102,7.1957,7.9394,6.8268,6.3223,6.4135,5.5066,6.5326,6.8422,8.2102
8.0076,8.1708,7.0138,6.7567,6.791,7.0934,6.6434,5.7098,6.6674,6.1135,8.1708
8.2704,8.0182,7.116,7.3858,6.8256,5.4096,6.1608,5.7775,6.9667,6.8419,8.0182
8.1422,7.8871,7.2432,7.159,6.3926,5.9206,5.4672,5.1566,5.9482,6.2837,7.8871
7.9963,7.9382,7.0522,7.5912,6.7171,6.126,6.2904,6.2429,6.7085,7.0284,7.9382
8.2282,8.088,7.0831,7.5629,6.3382,5.4286,5.8646,4.992,7.529,6.9456,8.088
8.0657,8.0784,7.0207,7.5785,6.6494,5.8166,6.3151,5.4262,6.9036,6.7051,8.0784
8.2118,8.148,7.2389,7.6514,5.4144,5.6261,5.8958,5.9472,6.9979,6.7884,8.148
8.0662,8.321,7.2521,7.722,7.1914,6.288,5.4732,5.1331,7.0298,6.9576,8.321
8.2318,8.2123,7.7146,7.9178,7.5271,6.8426,6.5894,6.5153,7.5578,6.8875,8.2123
8.1905,8.2133,7.7743,7.8437,7.5307,7.355,6.9074,6.0967,7.1774,6.6002,8.2133
8.1437,8.1134,7.8792,7.8876,7.5732,7.4582,6.9586,6.5844,7.0217,6.8023,8.1134
8.1749,8.1034,7.7921,7.8938,7.4347,7.1076,6.7409,5.7919,6.9451,5.7017,8.1034
8.022,8.1144,7.8871,7.7232,7.5353,7.428,6.8815,5.5106,7.0094,6.2146,8.1144
8.2303,7.9644,7.2876,7.668,7.4906,7.6994,7.2382,6.2131,7.0438,6.6192,7.9644
8.147,8.1026,8.0623,7.6272,7.3574,7.464,6.906,6.3149,7.3891,7.0066,8.1026
8.3698,8.046,8.1206,7.8972,7.2274,7.0327,6.8904,6.2568,6.7685,6.6893,8.046
8.0868,8.1247,8.0556,7.9284,7.6378,7.5019,6.8386,4.7189,5.736,6.8086,8.1247
8.0261,8.2022,7.8998,8.0412,7.2118,7.2689,6.9312,5.4506,6.9756,6.7625,8.2022
8.0885,8.3734,7.7321,7.687,6.0631,7.2074,6.7164,4.0901,6.7272,6.4922,8.3734
7.7678,8.1494,7.1098,7.7542,6.2566,6.0358,5.2099,3.9679,6.7142,6.2741,8.1494
7.921,8.0268,7.4942,6.4975,7.2144,6.9115,4.5343,4.2036,3.6245,5.3911,8.0268
7.8898,7.8019,6.331,5.4869,6.4231,6.1138,4.1107,3.8496,4.139,4.3646,7.8019
8.0338,7.6807,7.3512,6.9458,4.2468,4.5408,4.5401,5.0542,6.8095,5.9904,7.6807
7.8878,7.8653,7.5415,7.3613,7.333,7.1563,6.175,6.4932,7.0308,6.3341,7.8653
8.1398,7.729,7.4798,7.5638,6.725,6.7106,5.8291,5.3458,7.3483,5.7043,7.729
7.8434,7.9097,7.579,7.2737,7.1707,6.9554,6.6283,6.9756,7.4921,5.737,7.9097
7.8019,7.9598,6.9077,7.109,6.9895,6.1037,5.5313,6.7723,7.6409,6.1219,7.9598
7.8646,7.9438,7.6032,7.499,6.4843,6.6389,6.8364,6.2616,6.9847,6.7061,7.9438
7.7724,7.895,7.6346,7.577,7.3234,7.23,7.2473,5.2006,7.3186,6.8621,7.895
